Keyword,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend
teléfono de factor energía,140,31,2.36,0.36,10900000,Commercial,"Local pack, Reviews, Site links, FAQ, People also ask","0.33,0.42,0.42,0.52,0.66,0.66,0.80,1.00,0.66,0.52,0.42,0.66"
teléfono energía 21 atención al cliente,140,32,1.24,0.39,32900000,Commercial,"Reviews, Site links, People also ask","0.00,0.14,0.81,0.14,0.14,1.00,0.43,0.14,0.06,0.10,0.10,0.06"
tener más energía,140,42,0.00,0.92,295000000,Informational,"Featured snippet, Reviews, People also ask, Video carousel","0.18,0.28,0.66,0.23,0.15,1.00,0.11,0.28,0.00,0.00,0.01,0.00"
tipos de energía solar,140,37,0.45,0.25,31600000,Informational,"Featured snippet, Reviews, Site links, FAQ, Image, People also ask, Video carousel","0.12,0.17,0.28,0.43,0.17,0.28,0.28,0.43,0.43,1.00,0.82,0.12"
transferencia lineal de energía,140,23,0.00,0.00,5380000,Informational,"Video, People also ask, Knowledge panel","0.04,1.00,0.66,0.54,0.54,0.04,0.29,0.04,0.00,0.00,0.02,0.00"
tratado de la carta de la energía,140,40,0.00,0.00,8020000,Informational,"Site links, Video, Knowledge panel","0.02,0.02,0.81,0.05,1.00,0.05,0.02,0.02,0.02,0.02,0.19,0.02"
término de facturación de energía activa del pvpc,140,30,0.63,0.04,98,Informational,"Reviews, Image pack","0.12,0.43,0.65,1.00,0.53,0.65,0.43,0.65,0.34,0.21,0.28,0.28"
ventaja y desventaja de la energía nuclear,140,22,0.00,0.00,298000,Informational,"Reviews, Video, People also ask, Image pack","0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.81,1.00,0.66,0.05"
ventajas de la energía renovable,140,37,0.40,0.08,4260000,Informational,"Featured snippet, Reviews, Site links, Video, People also ask, Image pack","0.05,0.10,0.17,0.28,0.17,0.35,0.35,0.43,0.43,1.00,0.66,0.00"
ventajas e inconvenientes de la energía nuclear,140,25,0.00,0.00,272000,Informational,"Featured snippet, Reviews, Video, People also ask","0.05,0.12,0.17,0.35,0.23,0.35,0.35,0.66,0.43,1.00,0.66,0.00"
ventajas y desventajas de la energía geotérmica,140,23,0.00,0.00,67300,Transactional,"Reviews, Site links, FAQ, Video, People also ask, Image pack","0.04,0.08,0.18,0.35,0.18,0.29,0.35,0.43,0.43,0.66,0.54,0.04"
watt energous,140,32,0.00,0.00,96,"Informational, Navigational","Reviews, Site links, FAQ, Video, Image pack, Twitter, Knowledge panel","1.00,0.42,0.53,0.42,0.53,0.42,0.34,0.26,0.19,0.26,0.42,0.26"
5 formas de ahorrar energía,110,35,0.21,0.26,5510000,Informational,"Featured snippet, Reviews, Site links, FAQ, People also ask, Video carousel","0.21,0.43,1.00,0.65,0.43,0.21,0.21,0.21,0.21,0.43,0.15,0.06"
acumuladores de energía eléctrica para viviendas,110,18,0.37,1.00,293000,Informational,"Reviews, Site links, Video, Image pack","0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.01,0.01,0.02,0.01"
ahorra energía eléctrica,110,46,0.65,0.35,3840000,Informational,"Featured snippet, Reviews, Site links, FAQ, People also ask, Video carousel","0.42,0.42,0.42,0.65,0.26,0.34,0.26,0.53,0.34,0.53,0.53,0.26"
alimentos y energía,110,33,0.00,0.06,192000000,Informational,"Reviews, Site links, FAQ, People also ask, Image pack, Video carousel","0.66,0.80,0.66,0.80,0.66,0.80,0.66,1.00,0.00,0.00,0.00,0.00"
almacenar energía eléctrica en casa,110,23,0.59,1.00,2820000,Informational,"Reviews, People also ask, Video carousel","0.43,0.21,0.21,0.81,0.21,1.00,0.21,0.21,0.06,0.09,0.06,0.09"
alterna energía clientes,110,27,0.91,0.19,937000,Navigational,"Reviews, Site links, People also ask","0.23,0.33,0.33,0.42,0.80,0.66,1.00,0.66,0.42,0.42,0.19,0.14"
averías energía xxi teléfono gratuito,110,32,0.75,0.43,38,Informational,"Featured snippet, Local pack, Reviews, Site links, People also ask","0.81,0.53,0.21,0.21,0.28,0.28,0.21,0.15,0.12,0.12,0.15,0.15"
bancos de energía,110,18,0.21,1.00,130000000,"Informational, Commercial","Reviews, Site links, Video, Image, People also ask, Image pack","0.52,0.42,0.52,1.00,0.66,0.52,0.42,1.00,0.52,0.00,0.00,0.00"
bonpreu energía area cliente,110,19,0.00,0.01,47,"Informational, Transactional","Reviews, Site links, Image pack","0.00,0.00,0.00,1.00,0.07,0.17,0.04,0.02,0.02,0.02,0.02,0.14"
bonpreuesclat energía opiniones,110,14,0.57,0.52,63,Informational,"Reviews, Site links, Video, Image pack","0.28,0.21,1.00,0.81,0.28,0.28,0.15,0.28,0.12,0.28,0.12,0.09"
cadena energía,110,31,0.00,0.00,42900000,Navigational,"Reviews, Site links, Video","0.52,0.82,0.52,0.52,0.52,0.82,0.82,1.00,0.64,0.82,1.00,0.82"
calculadora de potencia energía xxi,110,42,0.33,0.13,64,Commercial,"Reviews, Site links, Video, People also ask, Image pack","0.41,0.64,0.52,0.64,0.64,1.00,0.82,1.00,0.64,0.52,0.29,0.29"
calculadora energía potencial,110,14,0.00,0.00,385000,Informational,"Video, People also ask, Video carousel","0.15,0.23,0.23,0.23,0.19,0.29,0.23,0.44,0.00,0.00,0.00,0.00"
calcular la energía potencial,110,29,0.00,0.00,8510000,Informational,"Featured snippet, Reviews, Video, People also ask, Image pack, Video carousel","0.15,0.23,0.23,0.23,0.19,0.29,0.23,0.44,0.00,0.00,0.00,0.00"
cambiar de energía xxi a endesa,110,28,0.84,0.39,68,Informational,"Reviews, Site links, FAQ, People also ask, Image pack","0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.21,0.09,0.04,0.03,0.05"
cantidad de energía calorífica que se encuentra en el aire,110,31,0.00,0.00,263000,Informational,"Featured snippet, Reviews, Video, People also ask, Image pack","0.03,0.01,0.01,0.01,0.01,1.00,0.01,0.01,0.01,0.01,0.01,0.01"
casado energía solar,110,35,0.00,1.00,756000,Informational,"Reviews, Video, Image pack","0.00,0.00,0.00,1.00,0.01,0.03,0.08,0.01,0.00,0.01,0.01,0.01"
celulas de energía horizon,110,14,0.00,0.00,69,Informational,"Video, People also ask, Image pack, Video carousel","0.43,0.28,0.43,0.21,0.34,0.43,0.43,0.43,0.28,0.15,0.15,0.12"
cluster energía,110,47,0.00,0.00,10700000,Navigational,"Local pack, Reviews, Site links, Video, People also ask","0.23,0.66,0.80,0.80,0.52,0.52,0.66,1.00,0.09,0.09,0.04,0.04"
como funciona la energía hidráulica,110,34,0.42,0.05,12400000,Informational,"Featured snippet, Reviews, Site links, FAQ, Video, People also ask, Image pack, Video carousel","0.07,0.15,0.26,0.42,0.26,0.42,0.42,0.53,0.65,1.00,0.80,0.00"
como limpiar la casa de energía negativa,110,36,0.73,0.30,2590000,Informational,,"1.00,1.00,1.00,1.00,0.81,1.00,0.81,0.81,1.00,1.00,0.81,1.00"
como saber mi energía espiritual,110,16,0.00,0.07,11600000,Informational,"Reviews, Site links, Video, People also ask, Video carousel","0.82,0.82,0.82,0.64,0.64,0.64,0.82,1.00,0.52,0.64,0.17,0.29"
como tener más energía y vitalidad,110,38,0.00,0.94,9740000,Informational,"Featured snippet, People also ask, Image pack, Video carousel","0.80,0.80,0.66,0.33,0.33,0.42,0.66,0.80,0.80,0.42,0.00,0.00"
consumo de energía primaria no renovable,110,24,0.00,0.00,715000,Informational,"Featured snippet, Reviews, Site links, People also ask, Image pack","0.50,1.00,0.78,0.64,0.28"
contar energía axie,110,9,0.00,0.00,10800,Informational,"Video, People also ask","0.00,0.10,0.05,0.53,1.00,1.00,0.05,0.05,0.05,0.05,0.05,0.00"
coste de la energía pvpc,110,48,0.55,0.17,55800,Informational,"Reviews, Site links, Video, People also ask, Image pack","0.00,0.19,0.53,1.00,0.80,1.00,0.80,1.00,0.34,0.26,0.07,0.19"
crea energía,110,32,2.17,0.36,56600000,Navigational,"Reviews, Site links, Video, Knowledge panel","0.41,0.52,0.41,0.64,0.64,1.00,0.82,0.82,0.64,0.64,0.52,0.41"
crisis de energía,110,49,0.00,0.00,51400000,"Informational, Transactional","People also ask, Video carousel, Knowledge panel","0.01,0.01,1.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01"
curso energía solar fotovoltaica pdf gratis,110,19,0.53,0.92,96,Informational,"Reviews, Site links, Video, Image pack","0.52,0.52,0.82,1.00,0.52,0.82,0.82,0.82,0.64,0.52,0.41,0.52"
cuáles son las energías renovables,110,58,0.18,0.25,30700000,Informational,"Featured snippet, Reviews, Site links, FAQ, People also ask, Video carousel, Knowledge panel","0.15,0.26,0.26,0.53,0.26,0.34,0.53,0.80,0.53,1.00,0.53,0.00"
células de energía horizon,110,19,0.00,0.00,86,Informational,"Reviews, Video, People also ask, Image pack, Video carousel","0.43,0.28,0.43,0.21,0.34,0.43,0.43,0.43,0.28,0.15,0.15,0.12"
davines energizing,110,24,0.27,1.00,581000,"Informational, Transactional","Local pack, Reviews, Image, Image pack, Video carousel","0.10,1.00,0.53,1.00,0.05,0.05,0.05,0.05,0.07,0.05,0.05,0.05"
deducciones fiscales en el irpf para autoconsumo y energías renovables,110,21,0.61,0.08,11800,Informational,"Reviews, Site links, Video, Image pack","0.08,0.22,0.43,0.08,0.08,0.08,1.00,0.14,0.29,0.22,0.29,0.04"
definicion energía geotérmica,110,31,0.11,0.06,268000,Informational,"Reviews, Site links, Video, Knowledge panel","0.07,0.26,0.34,0.42,0.26,0.34,0.42,0.65,0.42,1.00,0.42,0.07"
diario energía,110,54,0.00,0.00,176000000,Informational,"Reviews, Site links, Video","0.52,1.00,1.00,0.66,0.52,0.33,0.42,1.00,0.00,0.52,0.00,0.00"
dirección general de industria energía y minas junta de andalucía,110,22,0.00,0.00,91,Informational,Image pack,"0.04,1.00,0.02,0.02,0.02,0.17,0.02,0.02,0.02,0.02,0.02,0.02"
día mundial del ahorro de energía,110,24,0.00,0.00,9810000,Informational,"Featured snippet, FAQ, People also ask, Video carousel","0.03,0.17,1.00,0.02,0.02,0.03,0.03,0.05,0.02,0.03,0.04,0.04"
eiffage energía s.l.u.,110,25,0.00,0.00,14300,Navigational,"Local pack, Reviews, Site links, FAQ, People also ask","0.04,0.04,1.00,1.00,1.00"
ejemplos de energía cinética,110,28,0.00,0.00,3130000,Informational,"Featured snippet, Reviews, Site links, FAQ, Video, Image, People also ask, Image pack","0.04,0.06,0.06,0.08,0.06,0.10,0.18,0.29,0.29,0.81,0.54,0.00"
ejemplos de energía mecánica,110,25,0.00,0.00,11300000,Informational,"Featured snippet, Reviews, Site links, FAQ, Image, People also ask, Video carousel","0.04,0.06,0.10,0.10,0.06,0.10,0.14,0.35,0.43,0.81,0.35,0.00"
ejemplos de energía potencial,110,43,0.00,0.00,21600000,Informational,"Featured snippet, Reviews, Site links, Image, People also ask, Image pack, Video carousel","0.04,0.08,0.10,0.10,0.06,0.10,0.22,0.43,0.29,0.66,0.43,0.00"
ejercicios de potencia y energía eléctrica resueltos pdf,110,15,0.00,0.00,262000,Informational,"Reviews, Image pack, Video carousel","0.01,0.01,1.00,0.01,0.01,0.01,0.01,0.15,0.05,0.12,0.04,0.02"
el gas natural es una energía renovable,110,34,1.28,0.03,3720000,Informational,"Featured snippet, Reviews, Site links, Video, People also ask","0.06,0.03,0.03,0.03,0.16,0.06,0.20,0.03,0.01,0.06,0.08,0.01"
el sol es una energía renovable,110,39,0.83,0.51,3390000,Informational,"Featured snippet, Reviews, Site links, FAQ, People also ask, Video carousel","0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.00,1.00,0.66,0.00"
eleia energía reseñas,110,,0.00,0.00,,,,1.00
empresas energía solar fotovoltaica,110,39,1.84,1.00,7170000,Commercial,"Local pack, Reviews, People also ask","0.11,0.01,0.16,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01"
empresas instaladoras de energía solar fotovoltaica,110,29,3.29,1.00,25200,Commercial,"Featured snippet, Local pack, Reviews, FAQ, People also ask","0.43,0.22,0.08,0.14,0.29,0.04,0.04,0.04,0.04,0.06,0.10,0.29"
en la espiral de la energía,110,23,0.16,0.33,7430000,Informational,"Reviews, Site links, Video carousel","0.42,0.34,0.80,1.00,0.42,0.42,0.34,0.53,0.19,0.07,0.07,0.07"
endesa energa,110,58,5.78,0.35,97,Navigational,"Local pack, Reviews, Site links, FAQ, Video, Knowledge panel","0.34,0.42,0.42,0.53,0.53,0.65,0.65,0.80,0.03,0.00,1.00,0.03"
endesa energía xxi teléfono atención al cliente,110,33,1.07,0.35,68,Informational,"Reviews, Site links, FAQ, People also ask","1.00,0.28,0.23,0.17,0.23,0.28,0.23,0.12,0.10,0.07,0.05,0.02"
endesa energía xxi área cliente,110,43,1.13,0.02,65,"Informational, Transactional","Reviews, Site links, Video, People also ask","1.00,0.65,0.53,0.42,0.34,0.53,0.26,0.26,0.19,0.11,0.15,0.15"
energize oxford,110,16,0.00,0.26,97,"Informational, Transactional",Reviews,"0.02,1.00,0.19,0.23,0.09,0.09,0.02,0.02,0.02,0.02,0.02,0.02"
energo,110,25,0.00,0.00,9940000,Navigational,"Reviews, Site links, Image pack, Video carousel, Knowledge panel","1.00,0.64,1.00,0.78,0.64,0.64,0.78,1.00,0.78,1.00,0.78,0.64"
energía 1994,110,28,0.00,0.00,45300000,Informational,"Reviews, Site links, Video, Image, People also ask, Image pack","0.02,0.05,0.04,0.02,0.03,0.45,0.06,0.06,0.02,0.03,0.04,0.04"
energía 21 atención al cliente,110,32,1.20,0.31,88,Transactional,"Reviews, Site links, People also ask, Image pack","0.64,0.50,0.64,0.78,0.50,0.78,0.78,1.00,0.64,0.64,0.64,0.64"
energía activa p1 p2 p3,110,19,0.14,0.27,152000,Informational,"Featured snippet, Reviews, Site links, People also ask, Image pack","0.29,0.09,0.05,0.02,0.02,0.02,0.04,0.04,0.02,0.02,0.02,0.02"
energía activa p1 p2 p3 iberdrola,110,26,1.40,0.40,3830,"Informational, Transactional","Reviews, Site links, People also ask, Image pack","0.44,0.05,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02"
energía cinetica formula,110,44,0.00,0.00,53000,Informational,"Featured snippet, Reviews, FAQ, Image, People also ask, Video carousel","0.07,0.17,0.23,0.17,0.12,0.17,0.17,0.17,0.28,0.53,1.00,0.02"
energía cinética ejemplo,110,40,0.00,0.00,6140000,Informational,"Featured snippet, Reviews, Site links, FAQ, Image, People also ask, Image pack, Video carousel","0.10,0.12,0.15,0.19,0.12,0.19,0.23,0.44,0.00,0.00,0.00,0.00"
energía de fermi,110,31,0.00,0.00,269000,"Informational, Transactional","Reviews, Image, People also ask, Video carousel, Knowledge panel","0.07,0.26,0.42,0.53,0.53,1.00,0.26,0.42,0.34,0.65,0.53,0.11"
energía de flujo,110,32,0.00,0.00,34600000,Informational,"Featured snippet, Site links, Image, People also ask, Video carousel, Knowledge panel","0.08,0.15,0.35,0.35,0.23,0.35,0.44,0.54,0.00,0.00,0.00,0.00"
energía de ionización tabla periódica,110,30,0.00,0.00,123000,Informational,"Featured snippet, Reviews, Video, Image, People also ask, Knowledge panel","0.02,0.02,0.21,1.00,0.02,0.02,0.02,0.02,0.00,0.02,0.02,0.02"
energía de vapor,110,34,0.00,0.00,20000000,Informational,"Featured snippet, Reviews, Site links, People also ask, Image pack, Video carousel","0.05,0.23,0.05,1.00,0.53,0.66,0.66,0.05,0.05,0.05,0.05,0.05"
energía en el agua,110,44,0.56,0.02,480000000,Informational,"Featured snippet, Reviews, Site links, FAQ, People also ask, Video carousel, Knowledge panel","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.66,1.00,0.00,0.00"
energía en las personas,110,21,0.00,0.00,417000000,Informational,"People also ask, Video carousel","0.34,0.34,0.53,0.53,0.43,1.00,0.65,0.53,0.00,0.00,0.00,0.00"
energía estática,110,38,0.14,0.06,7690000,Informational,"Site links, Video, People also ask, Video carousel, Knowledge panel","0.26,0.34,0.42,0.53,0.42,0.80,0.80,0.80,0.07,0.03,0.11,0.03"
energía eólica desventajas,110,28,0.56,0.01,305000,Informational,"Featured snippet, Reviews, Site links, FAQ, Video, People also ask","0.19,0.26,0.34,0.42,0.26,0.34,0.53,0.65,0.53,0.80,0.26,0.11"
energía eólica ventajas y desventajas,110,18,0.25,0.05,239000,Informational,"Reviews, Site links, FAQ, People also ask, Image pack, Video carousel","0.26,0.26,0.34,0.53,0.34,0.42,0.53,0.65,0.53,0.65,0.34,0.15"
energía fotovoltaica como funciona,110,35,0.56,0.52,9410000,Informational,"Featured snippet, Reviews, FAQ, People also ask, Image pack, Video carousel","0.50,0.64,0.78,1.00,0.50,0.64,0.64,0.78,0.64,0.78,0.64,0.64"
energía gratis,110,35,0.65,0.98,96600000,Informational,"Reviews, Site links, Video, People also ask, Image pack, Video carousel","0.28,0.21,0.34,1.00,0.28,0.43,0.43,0.65,0.09,0.03,0.03,0.03"
energía hidraulica,110,40,0.00,0.00,3500000,Informational,"Reviews, Site links, FAQ, Image, People also ask, Video carousel, Knowledge panel","0.05,0.02,0.10,0.12,0.17,0.28,0.35,0.43,0.35,1.00,0.82,1.00"
energía hidráulica o hidroeléctrica,110,45,0.00,0.00,684000,Informational,"Featured snippet, Reviews, FAQ, People also ask, Video carousel, Knowledge panel","0.05,0.05,0.26,0.05,0.05,0.05,0.39,0.05,0.04,0.07,0.04,0.00"
energía mareomotriz ventajas y desventajas,110,28,0.00,0.00,35500,Informational,"Featured snippet, Reviews, Site links, FAQ, Video, People also ask","0.06,0.09,0.28,0.43,0.34,0.43,0.53,0.53,0.28,0.65,0.43,0.03"
energía mecanica ejemplo,110,39,0.00,0.00,46700000,Informational,"Featured snippet, Reviews, Site links, Image, People also ask, Video carousel","0.05,0.11,0.17,0.17,0.09,0.11,0.21,0.32,0.00,0.00,0.00,0.00"
energía nuclear fusión,110,49,0.00,0.00,3850000,Informational,"Reviews, Site links, Video, People also ask, Video carousel, Knowledge panel","0.43,0.53,0.28,0.53,0.53,0.66,0.00,0.35,0.00,0.00,0.02,0.00"
energía nuclear para niños,110,38,0.00,0.00,5720000,Informational,"Reviews, Video, Image, People also ask, Image pack, Video carousel","0.78,0.64,1.00,0.64,0.00"
energía nuclear renovable,110,48,0.67,0.01,1610000,Informational,"Featured snippet, Reviews, Video, People also ask, Image pack, Video carousel","0.26,0.34,0.53,0.80,0.34,0.65,0.65,0.65,0.42,0.03,0.42,0.19"
energía potencial unidad,110,39,0.00,0.01,19800000,Informational,"Featured snippet, Site links, Video, Image, People also ask","0.06,0.53,0.81,0.81,0.43,0.65,0.43,0.65,0.00,0.00,0.00,0.00"
energía potencial unidades,110,38,0.00,0.01,15600000,Informational,"Featured snippet, Site links, Image, People also ask, Video carousel","0.06,0.53,0.81,0.81,0.43,0.65,0.43,0.65,0.00,0.00,0.00,0.00"
energía potencial y trabajo,110,29,0.00,0.00,33100000,Informational,"Reviews, People also ask, Video carousel, Knowledge panel","0.17,0.43,0.66,0.66,0.35,0.53,0.43,0.53,0.00,0.00,0.00,0.00"
energía primaria ejemplos,110,29,0.00,0.00,17400000,Informational,"Featured snippet, Reviews, Site links, Image, People also ask, Image pack, Video carousel","0.12,0.43,0.12,1.00,0.28,1.00,0.12,0.12,0.05,0.00,0.00,0.00"
energía química ejemplos,110,40,0.00,0.00,246000000,Informational,"Featured snippet, Reviews, Site links, Image, People also ask, Video carousel","0.04,0.08,0.10,0.14,0.08,0.14,0.22,0.29,0.35,0.66,0.35,0.00"
energía renovable y ejemplos,110,42,0.26,0.18,6620000,Informational,"Featured snippet, Reviews, Site links, FAQ, Image, People also ask, Video carousel","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00"
energía renovables y no renovables,110,43,0.38,0.06,24300000,Informational,"Featured snippet, Site links, FAQ, Image, People also ask, Image pack, Video carousel","0.04,0.10,0.14,0.22,0.14,0.14,0.22,0.35,0.04,0.14,1.00,0.08"
energía se transforma,110,31,0.30,0.00,17500000,Informational,"Featured snippet, Reviews, Site links, People also ask, Video carousel","0.05,0.07,0.07,0.10,0.07,0.12,0.17,0.23,0.53,1.00,0.66,0.10"
energía simbolo,110,37,0.00,0.01,3700000,Informational,"Featured snippet, Reviews, Video, Image, People also ask, Image pack","0.34,0.65,0.80,0.80,0.53,0.65,0.53,0.80,0.00,0.00,0.00,0.00"
energía solar definición,110,41,0.47,0.11,9850000,Informational,"Reviews, Site links, FAQ, Video, People also ask, Knowledge panel","0.05,0.12,0.28,0.35,0.28,0.35,0.35,0.53,0.28,0.43,0.05,0.00"
energía solar desventajas,110,34,0.00,0.00,3030000,Informational,"Featured snippet, Reviews, FAQ, People also ask, Video carousel","0.64,0.29,0.52,0.82,0.82,0.41,0.41,0.64,0.64,1.00,0.64,0.23"
energía sonido,110,25,0.00,0.00,27400000,"Informational, Transactional","Reviews, Site links, Image, People also ask, Video carousel, Knowledge panel","0.26,0.80,0.53,0.65,1.00,0.80,0.26,0.53,0.00,0.00,0.03,0.00"
energía térmica ejemplos,110,43,0.00,0.00,7480000,Informational,"Featured snippet, Reviews, Site links, FAQ, Video, Image, People also ask, Image pack","0.02,0.05,0.06,0.06,0.04,0.06,0.09,0.15,0.15,1.00,0.12,0.02"
energía vm,110,34,0.76,0.16,2460000,Navigational,"Local pack, Reviews, Site links, FAQ, People also ask, Video carousel, Knowledge panel","0.52,0.66,0.66,0.66,0.52,0.80,0.80,1.00,0.52,0.42,0.19,0.00"
energía xxi cambio titular,110,30,1.35,0.16,73,Informational,"Featured snippet, Reviews, Site links, FAQ, People also ask, Image pack","0.78,0.78,0.78,0.64,0.64,0.78,1.00,1.00,0.50,0.50,0.50,0.50"
energías nucleares,110,51,0.06,0.01,1870000,Informational,"Local pack, Site links, Video, Image, Top stories, People also ask, Video carousel, Twitter, Knowledge panel","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00"
energías renovables esquema,110,26,0.00,0.01,2990000,Informational,"Reviews, Site links, Image, People also ask, Image pack, Video carousel","0.09,0.15,0.21,0.34,0.21,0.34,0.43,0.43,0.43,0.65,0.53,0.12"
energías renovables tipos y usos,110,49,0.23,0.16,887000,Informational,"Featured snippet, Reviews, Site links, FAQ, People also ask, Image pack, Video carousel","0.23,0.33,0.52,1.00,0.42,0.52,0.42,0.66,0.33,0.33,0.66,0.09"
estación de energía portátil opiniones,110,21,0.21,1.00,2620000,"Informational, Transactional","Reviews, Site links, Image, People also ask, Image pack, Video carousel, Shopping ads","0.04,0.07,1.00,0.04,0.07,0.04,0.04,0.04,0.04,0.05,0.02,0.02"
factor energía endesa,110,22,1.37,0.32,98,Commercial,"Reviews, Site links, FAQ, Video, People also ask, Image pack","0.02,0.02,0.02,0.54,1.00,0.29,0.29,0.22,0.10,0.08,0.14,0.22"
factura luz coste de la energía,110,41,0.53,0.09,1360000,"Informational, Commercial","Reviews, Site links, Video, People also ask, Image pack","0.66,0.66,0.66,0.52,0.52,0.52,0.80,1.00,0.33,0.19,0.14,0.19"
family farm adventure energía infinita,110,15,0.00,0.01,91,Informational,"Reviews, Video, People also ask, Image pack","0.00,0.29,0.23,0.23,0.06,1.00,0.01,0.19,0.06,0.02,0.02,0.19"
family island energía infinita español,110,16,6.24,0.06,65,Informational,"Reviews, Site links, Video, People also ask","0.23,0.17,0.23,0.35,0.35,0.53,0.28,0.28,0.17,0.53,0.28,0.23"
fc energía opiniones 2020,110,20,0.00,0.57,79,"Informational, Transactional","Reviews, People also ask, Image pack","0.02,0.04,0.26,1.00,0.04,0.02,0.02,0.02,0.02,0.02,0.02,0.00"
fcc energía,110,25,1.67,0.30,2950000,Informational,"Local pack, Reviews, Video, People also ask, Image pack","0.23,0.41,1.00,0.82,0.41,0.82,0.64,0.64,0.52,0.52,0.41,0.23"
feníe energía factura,110,27,0.88,0.23,9400,Transactional,"Reviews, Video, People also ask, Image pack","0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.54,1.00,0.81,0.66,0.66"
feníe energía tarifas 2021,110,18,0.84,0.39,72,Informational,"Reviews, Site links, Video, People also ask, Image pack","0.35,0.29,0.35,0.43,0.29,0.22,0.14,0.14,0.06,0.04,0.04,0.04"
feníe energía ver factura online,110,21,0.84,0.13,73,Informational,"Reviews, Image pack","0.82,0.64,0.52,0.41,0.41,0.52,0.41,0.82,0.64,0.52,0.41,0.29"
formas de ahorrar energía,110,44,0.31,0.24,6790000,Informational,"Featured snippet, Reviews, FAQ, Video, People also ask","0.03,0.06,0.15,0.28,0.15,0.28,0.28,0.53,0.53,1.00,0.53,0.09"
fox energía,110,31,0.91,0.21,6080000,Informational,"Reviews, Site links, FAQ, Video, Image pack, Knowledge panel","0.41,0.52,0.64,0.82,0.64,0.82,0.82,0.82,0.52,0.41,0.41,0.29"
fox energía tarifas,110,21,0.73,0.48,94,"Informational, Transactional","Reviews, Site links, FAQ, Video, Image pack","0.07,0.09,0.03,0.03,0.03,1.00,0.03,0.07,0.02,0.02,0.02,0.02"
fuente de energía tipos,110,30,1.03,0.01,59500000,Informational,"Featured snippet, Reviews, Site links, FAQ, Image, Video carousel","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.01,1.00,0.00"
fuerza de recuperación de energía xiaomi 1s,110,14,0.00,0.08,80,Informational,"Reviews, Site links, Image, People also ask, Image pack, Video carousel","0.02,1.00,0.02,0.02,0.09,0.02,0.02,0.02,0.02,0.02,0.02,0.02"
fórmula de la energía cinética,110,34,0.00,0.00,1660000,Informational,"Featured snippet, Reviews, Image, People also ask, Video carousel","0.11,0.34,0.42,0.34,0.19,0.26,0.34,0.42,0.34,1.00,0.80,0.11"
gana energía teléfono gratuito,110,25,1.40,0.41,96,Informational,"Reviews, Site links, Video, People also ask, Image pack","0.64,0.82,0.82,1.00,1.00,0.82,0.82,0.64,0.41,0.17,0.41,0.41"
generador magnético de energía infinita,110,30,0.00,1.00,80,"Informational, Transactional","Reviews, People also ask","0.15,0.21,0.43,1.00,0.21,0.43,0.43,0.65,0.21,0.15,0.09,0.09"
hidrocantabrico energía facturas,110,30,0.68,0.20,93,Transactional,"Reviews, Site links, Video, People also ask, Image pack","0.23,0.01,0.01,0.01,0.19,1.00,0.01,0.19,0.05,0.02,0.09,0.09"
imagina energía clientes,110,12,1.42,0.21,834000,"Navigational, Transactional","Reviews, Site links","0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.09,0.07,0.11,0.17,0.17"
imagina energía opiniones foro,110,22,1.25,0.39,89,Informational,"Reviews, Video, People also ask, Image pack","0.00,0.00,0.00,0.00,1.00,0.81,1.00,0.65,0.21,0.12,0.06,0.06"
imagina energía tarifas,110,14,0.73,0.68,89,"Informational, Transactional","Reviews, Site links, Video, People also ask, Image pack","0.00,0.00,0.00,1.00,0.01,0.35,0.54,0.35,0.08,0.11,0.11,0.11"
impacto ambiental de la energía solar,110,19,0.50,0.06,8060000,Informational,"Featured snippet, Reviews, Video, People also ask","0.03,0.03,0.03,0.03,0.03,0.31,0.03,0.03,0.03,0.07,0.04,0.00"
imperia luz energía endesa,110,39,1.50,0.38,99,"Informational, Transactional","Reviews, Video, People also ask, Image pack","1.00,0.03,0.28,0.18,0.06,0.18,0.03,0.03,0.03,0.03,0.03,0.00"
inconvenientes de la energía nuclear,110,24,0.00,0.00,527000,Informational,"Featured snippet, Reviews, Video, People also ask","0.03,0.06,0.15,0.28,0.21,0.28,0.34,0.65,0.53,1.00,0.53,0.03"
iris energía factura luz,110,23,1.10,0.26,77,Transactional,"Reviews, Site links, People also ask, Image pack","0.05,0.05,0.09,1.00,0.02,0.23,0.02,0.02,0.02,0.02,0.02,0.02"
