Keyword,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend
cheque ahorro carrefour cuando sale,110,20,0.52,0.01,81,Informational,"Reviews, Video, People also ask, Image pack","0.09,0.15,0.09,0.43,0.09,0.28,0.15,0.65,0.65,1.00,0.43,1.00"
cheque ahorro carrefour diciembre 2021,110,28,0.00,0.00,79,Informational,"Reviews, People also ask, Image pack","0.00,0.00,0.00,0.11,1.00,0.81,0.23,0.03,0.00,0.03,0.03,0.00"
cheque ahorro carrefour gasolinera,110,30,0.00,0.03,33400,"Informational, Transactional","Reviews, Video, People also ask, Image pack","0.81,1.00,0.21,0.65,0.21,0.43,0.21,0.21,0.09,0.15,0.09,0.15"
cheque ahorro carrefour julio 2022,110,,0.53,0.09,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,1.00"
cheque ahorro carrefour septiembre 2021,110,18,0.00,0.00,86,Informational,"Reviews, Video, People also ask, Image pack","0.00,1.00,0.17,0.14,0.01,0.01,0.00,0.01,0.00,0.02,0.02,0.00"
cialis precio farmacia del ahorro,110,19,0.00,0.00,382000,Transactional,"Reviews, FAQ, People also ask, Image pack","0.29,1.00,0.29,0.05,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02"
club ahorro vip,110,10,0.21,0.06,641000,Navigational,"Reviews, Site links, Image pack","0.80,0.66,0.66,0.52,0.42,0.33,0.33,0.33,0.42,0.23,0.33,0.33"
como ahorrar datos moviles,110,27,0.42,0.13,272000,Informational,"Reviews, People also ask, Video carousel","1.00,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.64,0.64,1.00"
como ahorrar dinero con poco sueldo,110,28,0.00,0.11,1020000,Informational,"Featured snippet, Site links, People also ask, Video carousel","0.05,0.12,0.10,0.35,0.43,1.00,0.43,0.35,0.10,0.10,0.07,0.07"
como ahorrar dinero en una hucha,110,25,0.53,0.33,386000,Informational,"Featured snippet, Reviews, Video, People also ask, Video carousel","0.42,0.53,0.42,0.42,0.26,1.00,0.42,0.42,0.19,0.26,0.19,0.26"
como ahorrar el agua,110,42,0.30,0.18,31700000,Informational,"Featured snippet, Reviews, FAQ, People also ask, Image pack, Video carousel","0.19,0.19,0.52,0.80,0.42,0.52,0.66,1.00,0.66,0.66,0.52,0.33"
como ahorrar en calefacción de gas natural,110,17,0.00,0.04,514000,Informational,"Reviews, Site links, People also ask, Video carousel","0.02,0.12,0.36,1.00,0.02,0.05,0.02,0.02,0.02,0.02,0.02,0.02"
como ahorrar en comida,110,31,0.45,0.05,21100000,Informational,"Reviews, People also ask, Video carousel","0.52,0.66,0.52,0.52,0.33,0.66,0.66,1.00,0.52,0.52,0.52,0.52"
como ahorrar en electricidad,110,51,0.62,0.47,32600000,Informational,"Featured snippet, Reviews, Site links, FAQ, Video carousel","0.34,0.53,0.53,0.53,0.42,0.42,0.53,1.00,0.26,0.34,0.34,0.26"
como ahorrar en gasolina,110,33,0.19,0.60,5880000,Informational,"Reviews, Site links, People also ask, Video carousel","0.17,0.17,0.17,0.17,0.12,0.17,0.28,1.00,0.12,0.17,0.43,0.53"
como ahorrar en luz,110,49,0.60,0.68,24000000,Informational,"Featured snippet, Reviews, Site links, FAQ, Video carousel","0.22,0.22,0.22,0.22,0.18,0.22,0.22,1.00,0.14,0.10,0.08,0.08"
como ahorrar gas,110,25,0.65,0.39,13100000,Informational,"Featured snippet, Reviews, Site links, FAQ, People also ask, Video carousel","0.12,0.15,0.28,0.34,0.21,0.34,0.43,1.00,0.43,0.28,0.21,0.43"
como aprender ahorrar dinero,110,30,0.36,0.66,5830000,Informational,"Featured snippet, Reviews, Site links, People also ask, Video carousel","0.66,0.03,0.06,0.03,0.03,1.00,0.23,0.03,0.00,0.00,0.00,0.00"
como doblar ropa para ahorrar espacio,110,41,0.00,0.04,89,Informational,"Featured snippet, People also ask","0.82,0.64,0.52,0.82,0.64,0.82,0.64,0.52,0.52,0.64,0.41,0.52"
como doblar ropa para ahorrar espacio en la maleta,110,32,0.00,0.01,51200,Informational,"Featured snippet, Video, People also ask, Image pack","0.65,0.19,1.00,0.19,0.19,0.19,0.34,0.19,0.26,0.26,0.53,1.00"
como funciona el cheque ahorro carrefour,110,25,0.00,0.02,92,Informational,"Reviews, People also ask, Video carousel","0.06,0.28,0.06,1.00,0.06,0.06,0.06,0.06,0.15,0.11,0.08,0.15"
como gastar cheque ahorro carrefour,110,25,0.00,0.04,85,Informational,"Reviews, People also ask, Video carousel","0.12,0.53,0.12,1.00,0.28,0.12,0.43,0.12,0.12,0.05,0.07,0.07"
como pedir hipoteca sin ahorros,110,13,1.28,0.81,715000,Informational,"Reviews, Site links, FAQ, Video carousel","0.11,0.11,0.11,0.11,1.00,0.11,0.11,0.11,0.08,0.03,0.03,0.03"
como programar el termostato de la calefacción para ahorrar,110,16,0.00,0.29,53700,Informational,"Reviews, Site links, People also ask, Image pack, Video carousel","0.00,0.00,0.23,1.00,0.06,0.06,0.54,0.06,0.03,0.03,0.03,0.03"
como quitar el ahorro de bateria del apple watch,110,25,0.00,0.00,27,Informational,"Reviews, Video, People also ask, Image pack, Video carousel","0.04,0.07,0.02,0.02,0.02,1.00,0.02,0.02,0.02,0.02,0.02,0.02"
como regular el termostato de la calefacción para ahorrar,110,26,0.00,0.21,120000,Informational,"Featured snippet, Reviews, Site links, People also ask, Video carousel","0.00,0.00,0.00,0.00,1.00,0.14,0.01,0.03,0.02,0.02,0.02,0.02"
como rentabilizar mis ahorros,110,16,0.85,0.69,43900,Informational,"Reviews, People also ask, Video carousel","0.78,1.00,0.64,0.64,1.00,1.00,0.64,0.78,0.64,0.50,0.64,0.78"
como usar cheque ahorro carrefour,110,26,0.00,0.01,127000,Informational,"Reviews, People also ask, Video carousel","0.00,0.65,0.03,1.00,0.03,0.81,0.03,0.65,0.43,0.34,0.21,0.43"
compromiso ahorro,110,17,1.83,0.42,19200000,Commercial,"Reviews, Site links, FAQ, Video, People also ask, Image pack","0.07,0.15,0.42,0.42,0.26,0.26,0.80,0.65,0.53,0.80,1.00,0.80"
compromiso ahorro repsol luz y gas,110,22,2.12,0.57,94,"Informational, Transactional","Reviews, Site links, FAQ, Video, People also ask, Image pack","0.23,0.33,0.33,0.80,0.66,0.52,0.66,0.66,0.19,0.23,1.00,0.52"
compromiso ahorro repsol opiniones,110,17,1.21,0.45,77,"Informational, Transactional","Reviews, Site links, FAQ, Video, People also ask","0.21,0.21,0.34,1.00,0.21,0.21,0.34,0.21,0.15,0.21,0.43,0.43"
confederacion española de cajas de ahorros,110,26,0.00,0.00,411000,"Informational, Navigational","Reviews, Site links, Video, People also ask, Knowledge panel","0.35,0.78,1.00,0.78,0.78,1.00,0.78,1.00,0.64,0.78,0.50,0.64"
confederación española de cajas de ahorros,110,26,0.00,0.00,201000,"Informational, Navigational","Site links, Video, People also ask, Knowledge panel","0.35,0.78,1.00,0.78,0.78,1.00,0.78,1.00,0.64,0.78,0.50,0.64"
confianza y ahorro,110,18,2.40,0.37,18200000,Informational,"Reviews, Video, Image pack","0.63,1.00,0.81,1.00,1.00,1.00,1.00,1.00,0.81,1.00,1.00,1.00"
confiscacion ahorros,110,29,0.00,0.00,396000,Informational,"Site links, Video, People also ask, Image pack","1.00,0.02,0.02,0.04,0.00,0.04,0.07,0.02,0.02,0.02,0.02,0.02"
confiscar ahorros,110,32,0.00,0.00,591000,Informational,"Site links, Video, People also ask, Image pack","1.00,0.02,0.02,0.04,0.00,0.04,0.07,0.02,0.02,0.02,0.02,0.02"
consejos para ahorrar energia,110,44,0.28,0.21,768000,Informational,"Featured snippet, Reviews, FAQ, Image pack, Video carousel","0.09,0.15,0.43,0.34,0.28,0.34,0.34,0.65,0.43,1.00,0.43,0.15"
cuando sale el cheque ahorro,110,4,0.00,0.00,4370000,Informational,"Reviews, Video","0.07,0.07,0.09,1.00,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.05"
cuantas cajas de ahorro hay en españa,110,18,0.00,0.00,306000,Informational,"Reviews, Site links, People also ask, Image pack","0.65,0.81,1.00,0.12,0.12,0.12,0.12,0.12,0.15,0.06,0.06,0.06"
cuanto ahorra un español al año,110,36,0.00,0.00,16300000,Informational,"Featured snippet, Reviews, Video, People also ask, Image pack","0.52,0.52,0.66,0.42,0.66,1.00,0.66,0.66,0.42,0.52,0.14,0.14"
cuanto ahorrar para comprar una casa,110,28,0.39,0.23,22000000,Transactional,"Reviews, Site links, Video, People also ask","0.82,1.00,0.28,0.02,0.02,0.02,0.02,0.17,0.17,0.17,0.23,0.12"
cuanto dinero hay que tener ahorrado,110,36,0.00,0.01,3970000,Informational,"Featured snippet, Video, People also ask","0.03,0.03,0.01,0.03,0.23,0.23,1.00,0.23,0.23,0.15,0.18,0.15"
cuanto hay que ahorrar al mes,110,39,0.17,0.03,16000000,Informational,"Featured snippet, Video, People also ask","0.64,0.78,0.78,0.78,0.64,1.00,1.00,0.78,0.78,1.00,0.78,1.00"
cuanto hay que ahorrar del sueldo,110,34,0.00,0.01,3750000,Informational,"Featured snippet, Reviews, Video, People also ask","0.17,0.17,1.00,0.28,0.17,0.43,0.17,0.17,0.12,0.05,0.12,0.05"
cuenta ahorro bankia,110,25,0.49,0.21,638000,Transactional,"Reviews, Site links, FAQ, Video, People also ask","0.66,0.66,0.35,0.29,0.08,0.10,0.04,0.06,0.06,0.06,0.04,0.06"
cuenta ahorro expansion,110,19,19.88,0.21,85,Informational,"Reviews, Site links, Video, People also ask, Image pack, Video carousel","0.66,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.17,0.23,0.17"
cuenta ahorro expansión sabadell opiniones,110,25,0.45,0.07,66,Informational,"Reviews, Site links, People also ask, Image pack, Video carousel","0.78,0.78,1.00,0.64,0.78,0.64,0.64,0.78,0.78,0.78,0.50,0.78"
cuenta ahorro sabadell opiniones,110,16,0.87,0.08,100,Commercial,"Reviews, Site links, People also ask, Video carousel","0.09,0.09,0.34,0.65,0.81,1.00,0.09,0.21,0.28,0.21,0.43,0.53"
cuenta ahorro wizink,110,23,0.41,0.18,86000,"Informational, Transactional","Reviews, Video, Image pack","0.66,0.66,0.80,0.42,0.52,0.66,0.42,0.42,0.33,0.52,0.33,0.42"
cuenta de ahorro la caixa opiniones,110,21,0.54,0.14,1620000,Commercial,"Reviews, Site links, Video, People also ask","0.64,0.82,0.82,0.82,0.64,0.82,0.64,0.82,1.00,0.82,0.64,1.00"
cuenta de ahorro openbank,110,25,1.49,0.36,83,"Navigational, Transactional","Reviews, FAQ, Video, People also ask, Image pack, Adwords top","0.78,0.78,1.00,0.78,0.64,0.78,1.00,0.78,0.64,0.64,0.78,0.78"
cuenta de ahorros y cuenta corriente diferencia,110,25,0.19,0.05,5570000,Informational,"Featured snippet, Reviews, FAQ, People also ask, Image pack, Video carousel","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.66,1.00,0.54,0.00"
cuentas ahorro santander,110,50,0.44,0.29,80,"Informational, Transactional","Reviews, Site links, Video, People also ask, Image pack","0.15,0.18,0.18,0.15,0.15,0.18,0.15,0.18,0.06,0.35,0.08,1.00"
cuentas de ahorro españa,110,35,0.90,0.67,11500000,Transactional,"Reviews, Site links, FAQ, People also ask, Image pack, Video carousel","0.64,0.78,0.78,0.64,0.78,1.00,0.78,0.78,0.78,0.78,0.78,1.00"
cómo ahorrar,110,29,0.33,0.22,84500000,Informational,"Reviews, Site links, People also ask, Image pack, Video carousel","0.64,0.64,0.64,0.64,0.64,1.00,0.64,0.64,0.64,0.64,0.64,0.52"
cómo ahorrar gasolina,110,32,0.07,0.50,3560000,Informational,"Reviews, Site links, People also ask, Video carousel","0.53,0.53,0.28,0.53,1.00,0.28,0.28,0.28,0.06,0.06,0.12,0.12"
desactivar ahorro de datos,110,36,0.00,0.00,5010000,Informational,"Featured snippet, Reviews, People also ask, Video carousel","0.82,0.64,0.64,0.64,0.52,0.64,0.52,0.64,0.64,0.82,0.64,0.82"
dia mundial del ahorro de energia,110,22,0.00,0.00,660000,Informational,"Featured snippet, FAQ, People also ask, Video carousel","0.03,0.17,1.00,0.02,0.02,0.03,0.03,0.05,0.02,0.03,0.04,0.04"
diferencias entre una cuenta corriente y una cuenta de ahorros,110,25,0.19,0.05,20700000,Informational,"Featured snippet, Reviews, FAQ, People also ask, Image pack, Video carousel","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.66,1.00,0.54,0.00"
dinero ahorrar,110,38,0.30,0.04,38100000,Informational,"Featured snippet, Reviews, Site links, People also ask, Video carousel","0.35,0.03,0.15,0.03,0.03,1.00,0.03,0.03,0.03,0.03,0.03,0.03"
día mundial del ahorro de energía,110,24,0.00,0.00,9810000,Informational,"Featured snippet, FAQ, People also ask, Video carousel","0.03,0.17,1.00,0.02,0.02,0.03,0.03,0.05,0.02,0.03,0.04,0.04"
el ahorro del centimo,110,35,0.00,0.00,28000,Informational,"Featured snippet, Reviews, FAQ, People also ask, Image pack, Video carousel","0.17,0.17,0.05,0.05,0.05,1.00,0.23,0.53,0.17,0.43,0.35,0.28"
el cheque ahorro se puede gastar en gasolina,110,24,0.00,0.01,119000,Informational,"Featured snippet, Reviews, Site links, Video, People also ask","0.53,0.43,0.66,0.12,0.28,0.12,0.43,0.12,0.05,0.10,0.05,0.10"
enchufe ahorrador de energia,110,36,0.15,0.94,117000,Informational,"Reviews, Video, Image, People also ask, Image pack","0.10,0.66,1.00,0.43,0.05,0.43,0.05,0.05,0.05,0.05,0.05,0.05"
eroski club vales ahorro,110,30,0.85,0.02,53,"Navigational, Transactional","Reviews, FAQ, Image, People also ask, Image pack, Video carousel","0.06,0.06,0.06,0.15,0.44,1.00,0.06,0.15,0.03,0.03,0.03,0.03"
escala del ahorro 2021,110,24,0.00,0.00,5100000,Informational,"Featured snippet, Reviews, Image pack","0.05,0.05,0.09,1.00,0.05,0.05,0.05,0.05,0.04,0.06,0.19,0.02"
fondo de ahorro,110,34,0.45,0.33,47800000,Informational,"Reviews, Site links, Video, Image, People also ask, Image pack, Knowledge panel","0.64,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.64,0.78,0.78,0.78"
formas de ahorrar,110,39,0.27,0.12,22400000,Informational,"Featured snippet, Site links, Video, People also ask, Video carousel","0.82,0.52,0.52,0.64,0.52,1.00,0.82,0.82,0.52,0.64,0.64,0.64"
formas de ahorrar energía,110,44,0.31,0.24,6790000,Informational,"Featured snippet, Reviews, FAQ, Video, People also ask","0.03,0.06,0.15,0.28,0.15,0.28,0.28,0.53,0.53,1.00,0.53,0.09"
grifos ahorro agua,110,15,0.14,1.00,1220000,Informational,"Reviews, Image, People also ask, Image pack, Video carousel","0.64,0.64,1.00,0.78,0.50,1.00,0.78,1.00,0.64,0.64,0.64,0.64"
imagen de como ahorrar agua,110,21,0.00,0.00,11800000,Informational,"Reviews, Video, Image, Image pack","0.09,0.09,0.42,1.00,0.42,0.80,0.80,1.00,0.42,0.80,0.33,0.23"
imagenes ahorro de agua,110,22,0.00,0.00,6000000,"Informational, Commercial","Reviews, Site links, Video, Image, Image pack","0.09,0.14,0.42,1.00,0.42,0.80,0.80,1.00,0.33,0.66,0.33,0.23"
imagenes de ahorro de agua,110,21,0.00,0.00,6160000,"Informational, Commercial","Video, Image, Image pack","0.09,0.09,0.42,1.00,0.42,0.66,0.66,1.00,0.42,0.66,0.33,0.23"
imprimir cheque ahorro carrefour,110,19,0.00,0.04,88,Informational,"Reviews, People also ask, Image pack, Video carousel","0.01,0.20,0.06,0.30,0.01,0.01,0.13,0.01,0.01,0.01,0.01,0.01"
informativo matinal para ahorrar tiempo,110,25,0.00,0.00,34,Informational,"Video, Image pack","0.26,0.53,0.42,0.42,0.53,0.53,0.34,0.42,0.53,0.19,0.11,0.42"
ing ahorro,110,29,0.54,0.26,8060000,"Informational, Transactional","Reviews, Video, People also ask","0.78,1.00,0.78,1.00,0.78,1.00,1.00,0.78,0.64,0.78,0.78,0.78"
la mejor cuenta ahorro,110,33,0.66,0.44,74400000,Commercial,"Reviews, Site links, FAQ, People also ask, Video carousel","0.78,1.00,0.78,0.78,0.78,1.00,0.78,0.78,0.64,0.50,0.78,1.00"
libro de cuentas para el ahorro doméstico,110,17,0.00,0.86,1090000,"Informational, Transactional","Reviews, Video, Image, Image pack","0.01,0.01,0.01,0.05,0.03,1.00,0.01,0.01,0.01,0.01,0.01,0.01"
maneras de ahorrar dinero,110,35,0.35,0.12,5820000,Informational,"Reviews, Site links, People also ask, Video carousel","0.34,0.28,0.15,0.21,0.15,0.53,0.28,0.21,0.34,0.53,0.81,1.00"
mapfre plan de ahorro,110,25,0.50,0.21,96,"Navigational, Transactional","Reviews, Site links, Video, People also ask, Image pack","0.52,0.82,0.64,1.00,0.82,0.82,0.64,1.00,0.05,0.05,0.05,0.05"
mejor banco para ahorrar,110,30,0.50,0.36,12500000,Commercial,"Reviews, Site links, FAQ, Video, People also ask","0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,1.00"
mejores cuentas de ahorro españa,110,32,0.76,0.59,5100000,Commercial,"Reviews, Site links, FAQ, People also ask, Image pack, Video carousel","0.42,0.42,0.42,0.33,0.52,0.80,0.52,0.66,0.52,0.80,0.66,1.00"
menu ahorro kfc,110,28,0.22,0.05,88,"Informational, Transactional","Reviews, Video, Image pack","0.78,0.64,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.64,1.00,1.00"
menu ahorro mcdonald,110,30,0.14,0.08,92100,Informational,"Local pack, Reviews, Site links, Video, People also ask, Image pack","0.64,0.64,0.82,0.64,0.64,0.64,0.41,0.64,0.82,0.52,0.05,0.05"
menú king ahorro 2022,110,17,0.14,0.01,211000,Informational,"Reviews, Site links, FAQ, Video, People also ask, Image pack","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.23,0.54,1.00,0.66"
metodo ahorro,110,27,0.20,0.43,2980000,Informational,"Reviews, Site links, People also ask, Image pack, Video carousel","0.52,0.33,0.33,0.52,0.52,1.00,0.66,0.52,0.42,0.52,0.52,0.52"
metodo de ahorro,110,29,0.31,0.07,5420000,Informational,"Reviews, Site links, People also ask, Image pack, Video carousel","0.26,0.26,0.26,0.26,0.34,1.00,0.42,0.42,0.34,0.65,0.80,0.80"
modo ahorro energia,110,39,0.66,0.07,15000000,Informational,"Featured snippet, People also ask, Video carousel","1.00,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.64,0.78,0.78,0.78"
muebles ahorro total zaragoza,110,22,0.21,0.92,66,"Informational, Transactional","Reviews, Site links, Video, Image, Image pack, Knowledge panel","0.23,0.09,0.23,0.42,0.33,1.00,0.66,0.66,0.66,0.52,0.52,0.52"
muebles para ahorrar espacio,110,22,0.15,1.00,5400000,Informational,"Reviews, Site links, Video, Image, Image pack, Video carousel, Shopping ads","1.00,0.52,0.64,0.29,0.64,1.00,0.64,0.52,0.41,0.64,0.29,0.64"
mundo ahorro añaza,110,21,0.00,0.00,73,Informational,"Reviews, Site links, Image, Image pack, Knowledge panel","0.04,0.04,1.00,0.04,0.81,0.04,0.04,0.04,0.04,0.04,0.29,0.04"
ofertas ahorra mas,110,33,0.04,0.10,59,Informational,"Reviews, Site links, FAQ, Video, Image, People also ask, Image pack","0.41,0.64,0.64,0.82,1.00,0.82,0.64,1.00,1.00,0.64,0.17,0.23"
para ahorrar carburante qué se debe hacer,110,12,0.00,0.01,89600,Informational,"Reviews, Video, People also ask","0.78,0.78,1.00,0.78,0.50,0.78,0.78,1.00,0.50,0.64,0.64,1.00"
paradoja keynesiana del ahorro,110,20,0.00,0.00,27900,Informational,"People also ask, Video carousel, Knowledge panel","0.52,0.19,0.52,0.66,0.66,0.52,0.66,0.33,0.19,0.80,0.52,0.66"
pedir una hipoteca sin ahorros,110,15,1.57,0.80,782000,Informational,"Reviews, Site links, FAQ, People also ask, Video carousel","1.00,1.00,1.00,0.78,0.35,0.78,0.78,1.00,0.64,0.64,0.50,0.78"
perchas ahorra espacio,110,17,0.17,1.00,63,Informational,"Reviews, FAQ, Video, Image, Image pack","0.80,1.00,1.00,0.66,0.42,0.66,0.42,0.42,0.42,0.52,0.33,0.42"
pias ahorro,110,21,0.27,0.29,212000,Informational,"People also ask, Image pack, Video carousel","0.42,0.42,0.52,0.42,0.52,0.66,0.52,0.66,0.52,1.00,0.52,0.52"
plan ahorro santander,110,30,0.51,0.12,3760000,"Informational, Transactional","Reviews, Site links, People also ask","0.80,0.66,0.66,0.52,0.52,0.66,0.52,0.52,0.42,0.42,0.33,0.33"
plan de ahorro ibercaja,110,25,0.15,0.14,81,"Navigational, Transactional","Reviews, Video, People also ask, Image pack","0.52,0.64,0.64,0.82,0.52,0.64,0.82,0.64,0.52,0.64,0.64,0.41"
plan de ahorro ibercaja opiniones,110,26,0.26,0.11,66,"Informational, Transactional","Reviews, People also ask, Image pack","0.41,0.64,0.52,0.41,0.41,0.82,0.64,0.82,0.52,0.64,0.64,0.64"
plan de ahorro sabadell,110,41,9.36,0.14,419000,"Informational, Transactional","Reviews, Site links, Video, People also ask","0.05,0.44,0.05,0.23,0.05,0.12,0.12,0.05,0.03,0.07,0.05,0.07"
plan de ahorro simulador,110,27,0.65,0.62,436000,Informational,"Video, Image pack","0.52,0.52,0.64,0.52,0.64,1.00,0.82,0.82,0.64,0.64,0.52,0.52"
plan negocio ahorro naturgy,110,25,0.71,0.24,94,"Navigational, Transactional","Reviews, People also ask, Image pack","0.53,1.00,0.09,0.65,0.09,0.09,1.00,0.09,0.06,0.06,0.06,0.09"
planes de ahorro a largo plazo,110,13,1.65,0.46,9340000,Informational,"Reviews, Site links, FAQ, Video, People also ask, Image pack","0.64,0.64,1.00,1.00,1.00,1.00,1.00,0.64,0.64,0.78,0.78,0.64"
planes individuales de ahorro sistematico,110,18,0.50,0.26,2800000,Informational,"People also ask, Video carousel","0.15,0.21,0.28,0.21,0.28,0.21,0.21,0.34,0.21,1.00,0.21,0.43"
planeta ahorro,110,21,0.00,0.00,10500000,"Navigational, Transactional","Reviews, Site links, Video, Image pack","0.52,0.52,0.64,0.64,0.82,0.64,0.64,0.52,0.52,0.64,0.41,0.41"
productos financieros de ahorro,110,24,0.60,0.34,19400000,Informational,"Reviews, Site links, People also ask, Image pack","0.15,0.81,0.05,0.35,0.08,0.05,0.05,0.15,0.11,0.15,0.08,0.08"
propension marginal al ahorro,110,25,0.00,0.00,6420,Informational,"Featured snippet, Reviews, Video, People also ask, Video carousel, Knowledge panel","0.14,0.23,0.52,1.00,0.66,1.00,0.42,0.52,0.52,0.80,0.52,0.09"
proximo cheque ahorro carrefour 2021,110,22,0.00,0.02,63,Informational,"Video, People also ask, Image pack","0.43,0.22,0.14,1.00,0.10,0.06,0.02,0.08,0.06,0.00,0.00,0.00"
próximo cheque ahorro carrefour,110,23,0.59,0.08,76,Informational,"Reviews, Video, People also ask, Image pack","0.15,0.43,0.15,1.00,0.15,0.43,0.21,0.43,0.34,0.43,0.43,1.00"
punto ahorro azuqueca,110,22,0.00,0.01,91,Navigational,"Reviews, Site links, FAQ, Video, Image, Image pack, Knowledge panel","0.64,0.64,0.41,0.52,0.29,0.52,1.00,0.64,0.52,0.82,0.64,0.82"
que es un seguro de ahorro,110,13,0.60,0.09,45200000,Informational,"Reviews, Site links, FAQ, People also ask","0.50,0.64,0.64,1.00,0.64,0.78,1.00,0.78,0.64,0.78,0.78,0.78"
que hacer con 20.000 euros ahorrados,110,21,0.75,0.34,8580,Informational,"Reviews, Video, People also ask, Image pack","0.65,0.65,0.19,1.00,0.19,0.19,1.00,0.19,0.15,0.07,0.07,0.26"
que hacer con 50.000 euros ahorrados,110,18,0.50,0.32,7490,Informational,"Featured snippet, Reviews, Site links, Video, People also ask, Image pack","0.64,0.64,0.64,0.64,0.64,0.82,0.64,0.82,0.82,0.52,1.00,0.82"
regla ahorro,110,35,0.00,0.03,8250000,Commercial,"FAQ, People also ask, Image pack, Video carousel","1.00,0.65,0.65,0.12,0.53,0.28,0.12,0.12,0.12,0.15,0.06,0.15"
rentabilizar ahorros,110,22,0.65,0.42,109000,Informational,"Reviews, Video, People also ask, Video carousel","0.78,1.00,0.78,0.64,0.64,0.78,0.64,0.50,0.64,0.64,0.78,0.78"
santander cuenta ahorro,110,42,0.44,0.29,7120000,"Informational, Transactional","Reviews, Site links, People also ask, Video carousel","0.52,0.42,0.66,0.42,0.52,0.42,0.42,0.52,0.42,0.80,0.66,1.00"
santander cuenta de ahorro,110,54,0.65,0.34,8640000,"Informational, Transactional","Reviews, Site links, Video, People also ask, Image pack","0.15,0.09,1.00,0.15,0.21"
se puede usar el cheque ahorro para gasolina,110,24,0.00,0.00,313000,Informational,"Featured snippet, Reviews, Site links, Video","0.17,0.17,0.17,1.00,0.17,0.53,0.17,0.17,0.05,0.12,0.05,0.35"
sofa ahorro total,110,36,0.27,1.00,77,Transactional,"Local pack, Reviews, Site links, Video, Image, Image pack, Video carousel","0.11,0.15,0.15,0.15,0.08,0.15,0.11,0.15,1.00,0.08,0.06,0.35"
tecnicas para ahorrar dinero,110,34,0.25,0.35,243000,Informational,"Site links, FAQ, Video, People also ask, Video carousel","0.06,0.36,0.06,0.06,0.06,1.00,0.06,0.06,0.09,0.09,0.02,0.06"
tiendas ahorro total madrid,110,25,0.24,0.92,1570000,Transactional,"Local pack, Reviews, Site links, FAQ, Video, Image","0.52,0.66,0.80,1.00,0.66,0.66,0.66,0.42,0.42,0.33,0.23,0.33"
tipos de ahorro,110,31,0.34,0.05,95800000,Informational,"Featured snippet, Reviews, Video, People also ask","0.14,0.52,0.80,1.00,0.66,0.19,0.66,0.66,0.09,0.52,0.66,0.66"
tips para ahorrar,110,40,0.22,0.03,11800000,Informational,"People also ask, Image pack, Video carousel","0.42,0.42,0.26,0.34,0.26,0.53,0.42,0.53,0.26,0.65,1.00,1.00"
tributacion rescate seguro vida-ahorro 2021,110,25,0.35,0.19,83,Informational,"Featured snippet, Reviews, People also ask, Image pack","0.00,0.00,0.00,0.06,0.01,0.05,1.00,0.23,0.54,0.18,0.28,0.06"
trucos ahorrar,110,33,0.25,0.24,8700000,Informational,"Reviews, People also ask, Video carousel","0.78,0.64,0.78,0.78,0.78,0.78,0.78,0.78,0.50,1.00,0.64,0.78"
trucos cheque ahorro carrefour 2021,110,13,0.00,0.04,63,Informational,"Reviews, Site links, Video, People also ask, Image pack","0.00,0.00,0.04,0.08,0.10,0.54,0.43,1.00,0.29,0.10,0.08,0.10"
trucos para ahorrar en casa,110,25,0.29,0.15,4350000,Informational,"Reviews, Video, People also ask, Video carousel","0.03,0.81,1.00,0.81,0.03,0.53,0.03,0.43,0.28,0.34,0.28,0.34"
trucos para ahorrar en la factura de la luz,110,42,0.44,0.36,172000,Informational,"Featured snippet, Reviews, Video, Video carousel","0.23,0.05,0.36,0.05,0.05,0.44,0.05,0.05,0.02,0.02,0.02,0.02"
