Type,Title,ngstarinserted__divcontains_class_ecludnone,ngstarinserted__divcontains_class_ecludnone3,eclrow,eclrow5,eclrow7,Content8,eclrow9,Image
 Bosch , KGE58AICP ,Annual energy consumption, 170,Sum of the volumes of the frozen compartment(s), 126,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 377, 377,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 Siemens , GI21VADE0 ,Annual energy consumption, 176,Sum of the volumes of the frozen compartment(s), 96,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 0, 0,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 HOTPOINT/ARISTON , XH8 T2I W (2) ,Annual energy consumption, 253,Sum of the volumes of the frozen compartment(s), 104,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 239, 239,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 WHIRLPOOL , W7 921I OX AQUA (2) ,Annual energy consumption, 254,Sum of the volumes of the frozen compartment(s), 104,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 264, 264,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 GRUNDIG , GFN 13840 XN ,Annual energy consumption, 249,Sum of the volumes of the frozen compartment(s), 282,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), -, -,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Beko , FNE312E41WN ,Annual energy consumption, 249,Sum of the volumes of the frozen compartment(s), 282,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), -, -,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Klarstein , 10035224 ,Annual energy consumption, 75,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 23, 23,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Beko , RFNE312E43XN ,Annual energy consumption, 249,Sum of the volumes of the frozen compartment(s), 282,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), -, -,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 BAUKNECHT , KGNF 182 WS (2) ,Annual energy consumption, 253,Sum of the volumes of the frozen compartment(s), 104,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 239, 239,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 WHIRLPOOL , UW4 F2Y WB F 2 ,Annual energy consumption, 213,Sum of the volumes of the frozen compartment(s), 179,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), -, -,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 SVAN , SV4F183DK ,Annual energy consumption, 323,Sum of the volumes of the frozen compartment(s), 203,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 356, 356,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Beko , RFNE312E43WN ,Annual energy consumption, 249,Sum of the volumes of the frozen compartment(s), 282,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), -, -,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 INDESIT , XI9 T2I X (2) ,Annual energy consumption, 254,Sum of the volumes of the frozen compartment(s), 104,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 267, 267,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 HOTPOINT/ARISTON , XH9 T2O XZ (2) ,Annual energy consumption, 254,Sum of the volumes of the frozen compartment(s), 104,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 267, 267,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Klarstein , 10035223 ,Annual energy consumption, 75,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 23, 23,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 HOTPOINT/ARISTON , XH8 T2I X (2) ,Annual energy consumption, 253,Sum of the volumes of the frozen compartment(s), 104,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 239, 239,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 BAUKNECHT , KGL 1820 WS 2 ,Annual energy consumption, 241,Sum of the volumes of the frozen compartment(s), 111,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 228, 228,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 ATAG , KD80178DN ,Annual energy consumption, 280,Sum of the volumes of the frozen compartment(s), 68,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 194, 194,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 INDESIT , OS 1A 250 H2 1 ,Annual energy consumption, 272,Sum of the volumes of the frozen compartment(s), 255,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), -, -,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WHIRLPOOL , W5 811E OX UK 1 ,Annual energy consumption, 301,Sum of the volumes of the frozen compartment(s), 111,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 228, 228,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Klarstein , 10035225 ,Annual energy consumption, 90,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 30, 30,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 HOTPOINT , SH8 1Q GRFD UK 1 ,Annual energy consumption, 148,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 366, 366,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WHIRLPOOL , W5 811E W UK 1 ,Annual energy consumption, 301,Sum of the volumes of the frozen compartment(s), 111,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 228, 228,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 INDESIT , XI8 T2Y X B (2) ,Annual energy consumption, 317,Sum of the volumes of the frozen compartment(s), 104,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 239, 239,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Klarstein , 10035226A ,Annual energy consumption, 90,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 30, 30,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Klarstein , 10035242 ,Annual energy consumption, 125,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 30, 30,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 Klarstein , 10035245 ,Annual energy consumption, 193,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 40, 40,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 Klarstein , 10035246 ,Annual energy consumption, 193,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 40, 40,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 Klarstein , 10035243 ,Annual energy consumption, 162,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 33, 33,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 Klarstein , 10035247A ,Annual energy consumption, 193,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 40, 40,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 Klarstein , 10035244 ,Annual energy consumption, 162,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 33, 33,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 Klarstein , 10035241A ,Annual energy consumption, 125,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 30, 30,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 BAUKNECHT , KGN 1830D IN (2) ,Annual energy consumption, 203,Sum of the volumes of the frozen compartment(s), 104,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 239, 239,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 WHIRLPOOL , W7 821I W (2) ,Annual energy consumption, 253,Sum of the volumes of the frozen compartment(s), 104,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 239, 239,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 WHIRLPOOL , WHM39112 (2) ,Annual energy consumption, 262,Sum of the volumes of the frozen compartment(s), 394,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), -, -,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 BAUKNECHT , KG 1802 NF IN (2) ,Annual energy consumption, 253,Sum of the volumes of the frozen compartment(s), 104,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 239, 239,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 INDESIT , OS 1A 200 H2 1 ,Annual energy consumption, 252,Sum of the volumes of the frozen compartment(s), 204,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), -, -,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Samsung , RB31FERNDSA ,Annual energy consumption, 317,Sum of the volumes of the frozen compartment(s), 108,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 231, 231,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 HOTPOINT/ARISTON , BTS 1622/HA 1 ,Annual energy consumption, 117,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 144, 144,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Kenwood , KIFF5020 ,Annual energy consumption, 291,Sum of the volumes of the frozen compartment(s), 85,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 148, 148,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Beko , UL4823W ,Annual energy consumption, 106,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 88, 88,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 INDESIT , XI8 T1I X (2) ,Annual energy consumption, 317,Sum of the volumes of the frozen compartment(s), 104,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 239, 239,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WHIRLPOOL , W5 811E OX H 1 ,Annual energy consumption, 301,Sum of the volumes of the frozen compartment(s), 111,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 228, 228,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 CASO Design , 725 ,Annual energy consumption, 165,Sum of the volumes of the frozen compartment(s), 0,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 178, 178,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 CASO Design , 673 ,Annual energy consumption," 186,88",Sum of the volumes of the frozen compartment(s), 0,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 485, 485,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 GastroHero , VI180DN ,Annual energy consumption, 270,Sum of the volumes of the frozen compartment(s), 0,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 379, 379,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 BAUKNECHT , GKN 2173 A3+ (2) ,Annual energy consumption, 206,Sum of the volumes of the frozen compartment(s), 309,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), -, -,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 SHARP , SJ-BA10DMDWE-EU ,Annual energy consumption, 250,Sum of the volumes of the frozen compartment(s), 101,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 230, 230,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Cylinda , K3185HRFE ,Annual energy consumption, 121,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 390, 390,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Cylinda , K1085E ,Annual energy consumption, 91,Sum of the volumes of the frozen compartment(s), 0,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 135, 135,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Cylinda , KF3185NVE ,Annual energy consumption, 250,Sum of the volumes of the frozen compartment(s), 101,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 230, 230,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Cylinda , KF3185NHRFE ,Annual energy consumption, 250,Sum of the volumes of the frozen compartment(s), 101,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 230, 230,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 BAUKNECHT , KSI 10GS2 ,Annual energy consumption, 149,Sum of the volumes of the frozen compartment(s), 18,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 131, 131,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Neff , KI8826DE0 ,Annual energy consumption, 184,Sum of the volumes of the frozen compartment(s), 15,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 254, 254,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Bosch , KIF82SDE0 ,Annual energy consumption, 184,Sum of the volumes of the frozen compartment(s), 15,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 254, 254,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
