Type,Title,eclrow2,Content,eclualignitemslgend,eclualignitemslgend5,Image
 Bosch , WQG233CBSN ,Weighted Annual Energy Consumption, 176,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Bosch , WQG233DPFG ,Weighted Annual Energy Consumption, 176,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Bosch , WQG233DH0 ,Weighted Annual Energy Consumption, 176,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Siemens , WQ33G2CCDN ,Weighted Annual Energy Consumption, 176,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Siemens , WQ33G2DPFG ,Weighted Annual Energy Consumption, 176,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Bosch , WQG233CEPL ,Weighted Annual Energy Consumption, 176,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Hoover , HLE C9LG-80 ,Weighted Annual Energy Consumption, 616,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:06,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 Miele , TWC220WP 8kg ,Weighted Annual Energy Consumption, 192,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Hoover , HLE C8TCE-80 ,Weighted Annual Energy Consumption, 561,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 AEG , T7DBP86K 916099198 ,Weighted Annual Energy Consumption," 176,5",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:55,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 AEG , T7DBNP600 916099199 ,Weighted Annual Energy Consumption," 176,5",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:55,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 AEG , T8DSL684B 916099207 ,Weighted Annual Energy Consumption," 176,5",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:55,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Electrolux , MEW8H359XP 916099204 ,Weighted Annual Energy Consumption," 258,7",Programme time of the ‘standard cotton programme at full load’ (T dry), 3:05,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Electrolux , EW8H357S 916099202 ,Weighted Annual Energy Consumption," 210,7",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:14,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Electrolux , EW7H528P8 916099197 ,Weighted Annual Energy Consumption," 234,7",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:58,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 ESSENTIELB , 8009017 ESLHP8-2b ,Weighted Annual Energy Consumption," 234,6",Programme time of the ‘standard cotton programme at full load’ (T dry), 3:17,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 OCEAN , OCD 904 ED Z A+++ ,Weighted Annual Energy Consumption, 194,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:25,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 ESSENTIELB , 8009155 ESLHP10-1b ,Weighted Annual Energy Consumption, 282,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:59,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 SABA , DR8HPG21W ,Weighted Annual Energy Consumption, 234,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:40,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Miele & Cie KG , TEA225WP Active ,Weighted Annual Energy Consumption, 208,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:35,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Miele & Cie KG , TSA233WP Active ,Weighted Annual Energy Consumption, 208,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:35,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Miele & Cie KG , TSC223WP 8kg ,Weighted Annual Energy Consumption, 192,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Candy , CSOE C10DG-S ,Weighted Annual Energy Consumption, 671,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:17,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 Miele & Cie KG , TCD260WP 8kg ,Weighted Annual Energy Consumption, 192,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Miele & Cie KG , TEA235WP Active ,Weighted Annual Energy Consumption, 208,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:35,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Miele & Cie KG , TED265WP 8kg ,Weighted Annual Energy Consumption, 192,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Candy , CSOE C8DF-80 ,Weighted Annual Energy Consumption, 561,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 Candy , CSOE C9DBG-47 ,Weighted Annual Energy Consumption, 616,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:06,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 Candy , CSOE C9DBGB-47 ,Weighted Annual Energy Consumption, 616,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:06,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 Candy , CSE V9DF-S ,Weighted Annual Energy Consumption, 640,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:35,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-DarkOrange.png
 BEKO , DH8536ADRHT ,Weighted Annual Energy Consumption," 174,9",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:39,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 AEG , T9DSB98CP 916099196 ,Weighted Annual Energy Consumption," 194,4",Programme time of the ‘standard cotton programme at full load’ (T dry), 3:28,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 AEG , T9DSL88CB 916099205 ,Weighted Annual Energy Consumption," 176,5",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:32,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Bosch , WQG233D40 ,Weighted Annual Energy Consumption, 176,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 AEG , T8DBL684W 916099208 ,Weighted Annual Energy Consumption," 234,7",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:34,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 AEG , T8DSL895B 916099206 ,Weighted Annual Energy Consumption," 258,7",Programme time of the ‘standard cotton programme at full load’ (T dry), 3:05,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Candy , CSOE C10TREX-47 ,Weighted Annual Energy Consumption, 671,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:17,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 Miele & Cie KG , TCC570WP EcoSpeed&8kg ,Weighted Annual Energy Consumption, 177,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Miele & Cie KG , TEL785WP EcoSpeed&Steam&9kg ,Weighted Annual Energy Consumption, 185,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:04,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Miele & Cie KG , TCL790WP EcoSpeed&Steam&9kg ,Weighted Annual Energy Consumption, 185,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:04,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Hoover , NDPEH9A3TCBERXSS ,Weighted Annual Energy Consumption, 194,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:55,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 WHIRLPOOL , W6 D94WR SPT ,Weighted Annual Energy Consumption, 194,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:30,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 BAUKNECHT , B8 D84WB DE ,Weighted Annual Energy Consumption, 176,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:10,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 LG Electronics , RH9V57WH ,Weighted Annual Energy Consumption, 228,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:32,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 BAUKNECHT , B8 D83WB EE ,Weighted Annual Energy Consumption, 235,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:50,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Candy , CSOE C10TE-47 ,Weighted Annual Energy Consumption, 671,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:17,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 BAUKNECHT , B8 D94WB DE ,Weighted Annual Energy Consumption, 194,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:30,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 BAUKNECHT , B8 D94WB EE ,Weighted Annual Energy Consumption, 194,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:30,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Candy , CSE C10LG-47 ,Weighted Annual Energy Consumption, 671,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:17,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 Candy , CSE C8LF-S ,Weighted Annual Energy Consumption, 561,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:30,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 Electrolux , EW7H568T4 916099185 ,Weighted Annual Energy Consumption," 176,5",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:55,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 AEG , T9DS79689 916099200 ,Weighted Annual Energy Consumption," 176,5",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:55,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Electrolux , EW7H578SC 916099193 ,Weighted Annual Energy Consumption," 176,5",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:55,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Electrolux , EW7H578WC 916099192 ,Weighted Annual Energy Consumption," 176,5",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:55,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 AEG , T8DSR803C 916099172 ,Weighted Annual Energy Consumption," 176,5",Programme time of the ‘standard cotton programme at full load’ (T dry), 2:32,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Electrolux , EW9H2922PC 916099171 ,Weighted Annual Energy Consumption," 194,4",Programme time of the ‘standard cotton programme at full load’ (T dry), 3:28,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 WHIRLPOOL , W7 D94WR PL ,Weighted Annual Energy Consumption, 194,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:30,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Miele & Cie KG , TEF765WP EcoSpeed&8kg ,Weighted Annual Energy Consumption, 163,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Samsung , DV9UTA240AE ,Weighted Annual Energy Consumption, 194,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:40,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Miele & Cie KG , TEH785WP EcoSpeed&9kg ,Weighted Annual Energy Consumption, 185,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:04,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Miele & Cie KG , TCH780WP EcoSpeed&9kg ,Weighted Annual Energy Consumption, 185,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:04,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Samsung , DV90TA020AE ,Weighted Annual Energy Consumption, 258,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:30,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Miele & Cie KG , TEC235WP 8kg ,Weighted Annual Energy Consumption, 192,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Miele & Cie KG , TCA230WP Active ,Weighted Annual Energy Consumption, 208,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:35,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Samsung , DV8BTA020AE ,Weighted Annual Energy Consumption, 235,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:10,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Samsung , DV80TA020DT ,Weighted Annual Energy Consumption, 235,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:10,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Samsung , DV9BTA020AE ,Weighted Annual Energy Consumption, 258,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:30,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Samsung , DV90TA020DE ,Weighted Annual Energy Consumption, 258,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:30,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Miele & Cie KG , TED275WP 8kg ,Weighted Annual Energy Consumption, 192,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 SABA , DR8HPG21DK ,Weighted Annual Energy Consumption, 234,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:40,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Candy , CSOE C10DE-80 ,Weighted Annual Energy Consumption, 671,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:17,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
