Type,Title,eclrow,eclrow1,eclrow4,eclrow5,Image
 CIAM Spa , SQ8R4UP12GL24DI ,Type of refrigerating appliance, Gelato-scooping cabinet,Annual energy consumption," 13 208,33",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 CIAM Spa , SQ8TS13GL1212I ,Type of refrigerating appliance, Gelato-scooping cabinet,Annual energy consumption," 13 208,33",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 CIAM Spa , SQ8R413GL1212I ,Type of refrigerating appliance, Gelato-scooping cabinet,Annual energy consumption," 13 208,33",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 CIAM Spa , SQ8TSBGL1212I ,Type of refrigerating appliance, Gelato-scooping cabinet,Annual energy consumption," 13 208,33",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 CIAM Spa , SQ8R2GL1212I ,Type of refrigerating appliance, Gelato-scooping cabinet,Annual energy consumption," 13 208,33",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 CIAM Spa , GAGP10PVT20H13I ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 8 388,31",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 WSL REFRIGERATION , DENSU 2500  WITH DOORS VC4 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 10 877,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 CIAM Spa , ICQBL2GEL24I ,Type of refrigerating appliance, Gelato-scooping cabinet,Annual energy consumption," 12 541,72",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 CIAM Spa , MOVE16GL24I ,Type of refrigerating appliance, Gelato-scooping cabinet,Annual energy consumption," 11 020,89",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 CIAM Spa , MOVE16GL12+12I ,Type of refrigerating appliance, Gelato-scooping cabinet,Annual energy consumption," 13 208,33",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 CIAM Spa , EXL51PPVT12E/X ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 4 738,36",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 CIAM Spa , EXL51PPV12E/X ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 4 738,36",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 WSL REFRIGERATION , DESIRE 938 REMOTE HC8 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 540,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 WSL REFRIGERATION , NEPTUN REMOTE 2D VF4 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 11 665,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Capital Cooling , GALAXY 26 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 10 950,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 WSL REFRIGERATION , SKY 938 PLUG-IN VC2 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 5 439,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 WSL REFRIGERATION , HORIZON 1250 REMOTE VC2 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 7 289,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 CIAM Spa , VRT2GEL12+12I ,Type of refrigerating appliance, Gelato-scooping cabinet,Annual energy consumption," 15 783,96",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 CIAM Spa , VRT2GEL18I ,Type of refrigerating appliance, Gelato-scooping cabinet,Annual energy consumption," 13 075,05",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 CIAM Spa , AMKINGEL12I ,Type of refrigerating appliance, Gelato-scooping cabinet,Annual energy consumption," 8 962,01",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 CIAM Spa , AMKINGEL18I ,Type of refrigerating appliance, Gelato-scooping cabinet,Annual energy consumption," 13 180,17",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 CIAM Spa , TRT3P8SS200I ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 10 357,21",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 CIAM Spa , EXL74SPVT6I ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 3 259,28",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 WSL REFRIGERATION , ATTRACTION 1250 REMOTE HC1 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 044,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 NURDIL COOLING INC. , AMAZON 2814 REMOTE VC2 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 16 491,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 NURDIL COOLING INC. , VOLGA 2814 REMOTE VC2 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 15 951,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 NURDIL COOLING INC. , SAKARYA 1250 REMOTE HC2 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 281,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 ES SYSTEM K , RCS SCORPION 86.215 2.5 DU (ODP) ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 12 869,90",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 FREOR , IDA COMP S KH5A05-00IIP.S00 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 679,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 NURDIL COOLING INC. , GRENADA 3750 REMOTE  ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 29 656,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WSL REFRIGERATION , ATTRACTION SVM 1250 PLUG-IN VC1 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 6 570,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 CIAM Spa , EXL74PPVT18I ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 7 390,01",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 CAPITAL COOLING , ZEUS COMBI 2500 REMOTE ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 17 909,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 CIAM Spa , SQ6R2RV090I ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 599,08",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 CIAM Spa , SQ6R413RV090I ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 599,08",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 CIAM Spa , SQ6S214RV090I ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 599,08",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 CIAM Spa , ICQBL2PV215I ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 9 391,92",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 CIAM Spa , ICQBL3PV115I ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 7 046,37",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 CIAM Spa , MYA3H15PV215I ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 10 333,83",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WSL REFRIGERATION , MOON NARROW 3750 REMOTE VC2 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 19 155,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WSL REFRIGERATION , COMET 2814 REMOTE VC1 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 11 873,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WSL REFRIGERATION , COMET 1875 REMOTE VC1 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 7 862,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WSL REFRIGERATION , NEPTUN REMOTE 5D VF4 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 28 406,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 CIAM Spa , SQ8TS13RV090I ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 882,48",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 CIAM Spa , SQ8R413RV090I ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 882,48",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 CIAM Spa , SQ8S212RV090I ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 882,48",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 CIAM Spa , SQ8R2RV090I ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 882,48",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 CIAM Spa , SQ8TS12RV100I ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 963,07",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 CIAM Spa , SQ8R413RV100I ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 963,07",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 CIAM Spa , EXL51PPVT18E/X ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 6 975,04",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 CIAM Spa , EXL51PPV24E/X ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 9 465,40",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WSL REFRIGERATION , DESIRE 3750 PLUG-IN HC2 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 5 329,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 CIAM Spa , EXL51PPVT24I ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 10 411,94",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WSL REFRIGERATION , COMET 3M2 3750 REMOTE VC1 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 14 418,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Vestfrost Zrt , VC236038000 ,Type of refrigerating appliance, Beverage coolers,Annual energy consumption," 653,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 NURDIL COOLING INC. , MELIS 2814 REMOTE VC2 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 15 950,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 NURDIL COOLING INC. , SIMAV 3750 REMOTE VC2 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 19 155,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 NURDIL COOLING INC. , LENA-3 2814 REMOTE VC1 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 11 873,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 NURDIL COOLING INC. , LENA-3 1875 REMOTE VC1 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 7 862,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 NURDIL COOLING INC. , VOLGA 2500 REMOTE VC2 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 14 104,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 FREOR , IDA COMP S KH5A05-00IPP.S00 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 679,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 CIAM Spa , MURL6PVT18I ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 13 913,42",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 FREOR , VEGA QB K2AK03-0L0SP.S10 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 879,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WSL REFRIGERATION ,  NEPTUN COMBO 2500 REMOTE YF4 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 19 553,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 CIAM Spa , GAGP10PVT24H13I ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 11 312,58",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 CIAM Spa , EXL74PPVT24I ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 9 881,01",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 CAPITAL COOLING , ZEUS COMBI 3750 REMOTE ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 26 904,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 CIAM Spa , ICQBL3PV165I ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 8 442,45",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 CIAM Spa , MYA3H15PV115I ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 7 046,37",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 CIAM Spa , ICQBL1PV215I ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 8 463,66",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 CIAM Spa , SQ6TSBRV090I ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 599,08",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 CIAM Spa , SQ6S212RV090I ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 599,08",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 CIAM Spa , ICQBL2PV165I ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 7 654,05",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 NURDIL COOLING INC. , GCA6S00B87 2500 REMOTE ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 17 909,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WSL REFRIGERATION , MOON 3750 REMOTE VC2 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 21 155,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WSL REFRIGERATION , MOON 2814 REMOTE VC2 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 15 951,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WSL REFRIGERATION , SKY 2814 REMOTE VC2 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 16 491,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WSL REFRIGERATION , HORIZON 3750 REMOTE VC2 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 21 885,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WSL REFRIGERATION , COMET 2500 REMOTE VC1 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 10 490,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WSL REFRIGERATION , DESIRE 1250 REMOTE HC2 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 281,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 WSL REFRIGERATION , ATTRACTION 2500 REMOTE HC7 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 3 767,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
